time,speed,acceleration,ext_temp,Power_data,Power_phys
2024-02-01 08:24:05,0.0,0.0,12,632.5600000000001,3085.0
2024-02-01 08:24:07,0.0,0.0,12,553.49,3085.0
2024-02-01 08:24:09,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:11,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:13,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:15,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:17,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:19,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:21,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:23,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:25,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:27,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:29,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:31,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:33,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:35,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:37,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:39,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:41,0.0,0.0,12,395.35,3085.0
2024-02-01 08:24:43,0.0,0.0,12,395.35,3085.0
2024-02-01 08:24:45,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:47,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:49,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:51,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:53,0.0,0.0,12,395.35,3085.0
2024-02-01 08:24:55,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:57,0.0,0.0,12,474.42,3085.0
2024-02-01 08:24:59,0.0,0.0,12,474.36,3085.0
2024-02-01 08:25:01,0.0,0.0,12,395.3,3085.0
2024-02-01 08:25:03,0.0,0.0,12,632.48,3085.0
2024-02-01 08:25:05,0.0,0.0,12,1264.8000000000002,3085.0
2024-02-01 08:25:07,0.0,0.0,12,1106.6999999999998,3085.0
2024-02-01 08:25:09,1.11112,0.55556,12,1651.936,4911.895740549472
2024-02-01 08:25:11,1.3889,0.1388899999999999,12,2291.87,3848.130883731205
2024-02-01 08:25:13,0.27778,-0.55556,12,948.6,2829.551062160604
2024-02-01 08:25:15,1.3889,0.55556,12,2449.93,5370.33386522986
2024-02-01 08:25:17,3.3333600000000003,0.97223,12,7498.349999999999,12258.949359502663
2024-02-01 08:25:19,4.72226,0.69445,12,6866.909999999999,12678.109275774992
2024-02-01 08:25:21,5.5556,0.4166699999999999,12,5605.45,10350.029594108377
2024-02-01 08:25:23,5.27782,-0.1388899999999999,12,-4271.9400000000005,3028.1741080416887
2024-02-01 08:25:25,3.8889200000000006,-0.6944499999999998,12,-3315.1280000000006,-1565.7872449280685
