time,speed,acceleration,ext_temp,Power_data,Power_phys
2023-09-17 19:31:52,0.0,0.0,26,855.4700000000001,1384.0
2023-09-17 19:31:54,0.0,0.0,26,1166.4,1384.0
2023-09-17 19:31:56,0.0,0.0,26,1244.16,1384.0
2023-09-17 19:31:58,0.0,0.0,26,1625.184,1384.0
2023-09-17 19:32:00,0.0,0.0,26,1788.2499999999998,1384.0
2023-09-17 19:32:02,0.0,0.0,26,2254.75,1384.0
2023-09-17 19:32:04,0.0,0.0,26,1943.75,1384.0
2023-09-17 19:32:06,0.0,0.0,26,1943.75,1384.0
2023-09-17 19:32:08,0.0,0.0,26,1866.0,1384.0
2023-09-17 19:32:10,0.0,0.0,26,1866.0,1384.0
2023-09-17 19:32:12,0.0,0.0,26,1943.75,1384.0
2023-09-17 19:32:14,0.8333400000000001,0.41667,26,3497.4,2448.765753806486
2023-09-17 19:32:16,1.9444600000000003,0.55556,26,7379.599999999999,4588.708550981727
2023-09-17 19:32:18,3.61114,0.83334,26,8309.619999999999,10009.845473531605
2023-09-17 19:32:20,5.27782,0.83334,26,10478.7,14057.644973941577
2023-09-17 19:32:22,3.8889200000000006,-0.6944499999999998,26,-5524.51,-3266.7872449280685
2023-09-17 19:32:24,3.61114,-0.1388900000000001,26,6292.889999999999,1299.5233021264166
2023-09-17 19:32:26,4.44448,0.4166700000000001,26,3644.13,7155.921224197901
2023-09-17 19:32:28,5.833380000000001,0.6944500000000002,26,8928.6,13288.711561122218
2023-09-17 19:32:30,5.833380000000001,0.0,26,-933.0,2633.290690631634
2023-09-17 19:32:32,4.44448,-0.6944500000000002,26,233.25,-3913.152066668112
2023-09-17 19:32:34,4.72226,0.1388899999999999,26,1010.49,4076.45575964776
2023-09-17 19:32:36,2.7778,-0.97223,26,-3890.0,-3600.001148042108
2023-09-17 19:32:38,2.7778,0.0,26,5671.37,1915.7545962230424
2023-09-17 19:32:40,3.8889200000000006,0.5555600000000003,26,8542.6,7839.374667311768
2023-09-17 19:32:42,5.833380000000001,0.97223,26,13112.71,17550.879909318446
2023-09-17 19:32:44,6.666720000000001,0.4166699999999999,26,1623.9299999999998,10170.26066731354
2023-09-17 19:32:46,5.27782,-0.6944500000000002,26,-3889.0,-4871.250888656698
2023-09-17 19:32:48,4.44448,-0.4166699999999999,26,3574.2,-1290.0711420239527
2023-09-17 19:32:50,4.1667000000000005,-0.1388899999999999,26,388.7,1302.802574219854
2023-09-17 19:32:52,4.72226,0.2777799999999999,26,11023.46,5801.619138679567
2023-09-17 19:32:54,6.111160000000001,0.6944500000000002,26,12637.782,13871.00630484882
