time,speed,acceleration,ext_temp,chrg_cable_conn,pack_volt,pack_current,Power_data
2023-03-05 15:40:29,0.0,0.0,15,0,780.4,1.6,1248.64
2023-03-05 15:40:31,0.0,0.0,15,0,780.4,0.9,702.36
2023-03-05 15:40:33,0.0,0.0,15,0,780.4,0.9,702.36
2023-03-05 15:40:35,0.0,0.0,15,0,780.4,1.3,1014.52
2023-03-05 15:40:37,0.0,0.0,15,0,780.3,2.4,1872.72
2023-03-05 15:40:39,0.0,0.0,15,0,780.3,2.6,2028.78
2023-03-05 15:40:41,0.0,0.0,15,0,780.3,2.6,2028.78
2023-03-05 15:40:43,0.0,0.0,15,0,780.3,2.7,2106.81
2023-03-05 15:40:45,0.0,0.0,15,0,780.2,3.0,2340.6000000000004
2023-03-05 15:40:47,0.0,0.0,15,0,780.2,2.7,2106.5400000000004
2023-03-05 15:40:49,0.0,0.0,15,0,780.2,2.6,2028.52
2023-03-05 15:40:51,0.0,0.0,15,0,780.2,2.09,1630.618
2023-03-05 15:40:53,0.8333400000000001,0.41667,15,0,780.1,2.9,2262.29
2023-03-05 15:40:55,0.0,-0.41667,15,0,780.2,1.7,1326.34
2023-03-05 15:40:57,1.3889,0.69445,15,0,780.0,3.7,2886.0
2023-03-05 15:40:59,1.9444600000000003,0.2777800000000001,15,0,779.9,4.6,3587.5399999999995
2023-03-05 15:41:01,2.22224,0.1388899999999999,15,0,779.8,5.7,4444.86
2023-03-05 15:41:03,1.9444600000000003,-0.1388899999999999,15,0,780.1,2.8,2184.28
2023-03-05 15:41:05,1.9444600000000003,0.0,15,0,780.2,1.8,1404.36
2023-03-05 15:41:07,1.3889,-0.2777800000000001,15,0,780.2,2.4,1872.48
2023-03-05 15:41:09,1.3889,0.0,15,0,779.9,2.7,2105.73
2023-03-05 15:41:11,1.6666800000000002,0.13889,15,0,779.2,3.8,2960.96
2023-03-05 15:41:13,1.9444600000000003,0.13889,15,0,780.0,4.4,3432.0000000000005
2023-03-05 15:41:15,2.50002,0.2777799999999999,15,0,780.0,4.5,3510.0
2023-03-05 15:41:17,2.7778,0.1388899999999999,15,0,780.0,3.3,2574.0
2023-03-05 15:41:19,2.50002,-0.1388899999999999,15,0,779.3,1.3,1013.09
2023-03-05 15:41:21,2.50002,0.0,15,0,780.1,1.8,1404.18
2023-03-05 15:41:23,2.50002,0.0,15,0,780.0,2.7,2106.0
2023-03-05 15:41:25,2.50002,0.0,15,0,780.0,2.9,2262.0
2023-03-05 15:41:27,2.7778,0.1388899999999999,15,0,780.0,2.5,1950.0
2023-03-05 15:41:29,2.7778,0.0,15,0,780.1,1.9,1482.19
2023-03-05 15:41:31,2.7778,0.0,15,0,780.2,1.7,1326.34
2023-03-05 15:41:33,1.9444600000000003,-0.4166699999999999,15,0,780.1,3.9,3042.39
2023-03-05 15:41:35,2.50002,0.2777799999999999,15,0,779.9,4.1,3197.59
2023-03-05 15:41:37,3.0555800000000004,0.2777800000000001,15,0,779.9,4.1,3197.59
2023-03-05 15:41:39,3.0555800000000004,0.0,15,0,780.0,4.6,3587.9999999999995
2023-03-05 15:41:41,3.0555800000000004,0.0,15,0,779.9,3.6,2807.64
2023-03-05 15:41:43,3.8889200000000006,0.4166700000000001,15,0,780.4,-2.5,-1951.0
2023-03-05 15:41:45,4.72226,0.4166699999999999,15,0,781.3,-10.0,-7813.0
2023-03-05 15:41:47,3.61114,-0.55556,15,0,781.3,-10.2,-7969.259999999999
2023-03-05 15:41:49,2.7778,-0.4166700000000001,15,0,780.7,-2.9,-2264.03
2023-03-05 15:41:51,3.0555800000000004,0.1388900000000001,15,0,779.9,5.3,4133.469999999999
2023-03-05 15:41:53,3.0555800000000004,0.0,15,0,780.2,2.3,1794.46
2023-03-05 15:41:55,2.22224,-0.4166700000000001,15,0,780.2,2.2,1716.4400000000005
2023-03-05 15:41:57,2.22224,0.0,15,0,779.7,3.8,2962.86
2023-03-05 15:41:59,3.0555800000000004,0.4166700000000001,15,0,779.9,3.6,2807.64
2023-03-05 15:42:01,3.3333600000000003,0.1388899999999999,15,0,779.9,5.3,4133.469999999999
2023-03-05 15:42:03,3.3333600000000003,0.0,15,0,780.2,1.4,1092.28
2023-03-05 15:42:05,2.50002,-0.4166700000000001,15,0,780.5,-1.2,-936.6
2023-03-05 15:42:07,2.50002,0.0,15,0,780.0,3.1,2418.0
2023-03-05 15:42:09,2.7778,0.1388899999999999,15,0,780.0,4.0,3120.0
2023-03-05 15:42:11,3.8889200000000006,0.5555600000000003,15,0,780.4,-1.3,-1014.52
2023-03-05 15:42:13,4.1667000000000005,0.1388899999999999,15,0,780.8,-3.5,-2732.8
2023-03-05 15:42:15,4.72226,0.2777799999999999,15,0,780.8,-4.0,-3123.2
2023-03-05 15:42:17,4.72226,0.0,15,0,781.1,-8.5,-6639.35
2023-03-05 15:42:19,4.1667000000000005,-0.2777799999999999,15,0,781.2,-7.2,-5624.64
2023-03-05 15:42:21,2.50002,-0.8333400000000002,15,0,780.5,0.0,0.0
