time,speed,acceleration,ext_temp,chrg_cable_conn,pack_volt,pack_current,Power_data
2023-05-29 16:38:23,0.0,0.0,19,0,761.9,0.8,609.52
2023-05-29 16:38:25,0.0,0.0,19,0,761.9,0.7,533.3299999999999
2023-05-29 16:38:27,0.0,0.0,19,0,761.9,0.7,533.3299999999999
2023-05-29 16:38:29,0.0,0.0,19,0,761.9,0.7,533.3299999999999
2023-05-29 16:38:31,0.0,0.0,19,0,761.9,0.7,533.3299999999999
2023-05-29 16:38:33,0.0,0.0,19,0,761.9,0.7,533.3299999999999
2023-05-29 16:38:35,0.0,0.0,19,0,761.9,0.9,685.71
2023-05-29 16:38:37,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:39,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:41,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:43,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:45,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:47,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:49,0.0,0.0,19,0,761.9,0.7,533.3299999999999
2023-05-29 16:38:51,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:53,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:55,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:57,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:38:59,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:39:01,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:39:03,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:39:05,0.0,0.0,19,0,761.8,0.6,457.08
2023-05-29 16:39:07,0.0,0.0,19,0,761.9,0.5,380.95
2023-05-29 16:39:09,0.0,0.0,19,0,761.9,0.5,380.95
2023-05-29 16:39:11,0.0,0.0,19,0,761.9,0.5,380.95
2023-05-29 16:39:13,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:39:15,0.0,0.0,19,0,761.9,0.5,380.95
2023-05-29 16:39:17,0.0,0.0,19,0,761.9,0.6,457.14
2023-05-29 16:39:19,0.0,0.0,19,0,761.9,0.5,380.95
2023-05-29 16:39:21,0.0,0.0,19,0,761.9,0.5,380.95
2023-05-29 16:39:23,0.0,0.0,19,0,761.8,0.8,609.4399999999999
2023-05-29 16:39:25,0.0,0.0,19,0,761.9,0.5,380.95
2023-05-29 16:39:27,0.0,0.0,19,0,761.8,0.5,380.9
2023-05-29 16:39:29,0.27778,0.13889,19,0,761.8,1.1,837.98
2023-05-29 16:39:31,1.6666800000000002,0.69445,19,0,761.7,1.7,1294.89
