time,speed,acceleration,ext_temp,chrg_cable_conn,pack_volt,pack_current,Power_data
2023-04-27 16:35:50,0.0,0.0,20,0,587.0,1.3,763.1
2023-04-27 16:35:52,0.0,0.0,20,0,587.0,1.8,1056.6
2023-04-27 16:35:54,0.0,0.0,20,0,586.9,2.09,1226.621
2023-04-27 16:35:56,0.0,0.0,20,0,586.9,2.4,1408.56
2023-04-27 16:35:58,0.0,0.0,20,0,586.8,2.8,1643.0399999999995
2023-04-27 16:36:00,0.0,0.0,20,0,586.8,2.7,1584.36
2023-04-27 16:36:02,0.0,0.0,20,0,586.8,2.7,1584.36
2023-04-27 16:36:04,0.0,0.0,20,0,586.8,2.7,1584.36
2023-04-27 16:36:06,0.0,0.0,20,0,586.8,2.4,1408.32
2023-04-27 16:36:08,0.0,0.0,20,0,586.8,2.3,1349.64
2023-04-27 16:36:10,0.0,0.0,20,0,586.8,2.5,1467.0
2023-04-27 16:36:12,0.0,0.0,20,0,586.8,2.0,1173.6
2023-04-27 16:36:14,0.0,0.0,20,0,586.8,1.9,1114.9199999999998
2023-04-27 16:36:16,0.0,0.0,20,0,586.9,1.7,997.73
2023-04-27 16:36:18,0.0,0.0,20,0,586.9,1.7,997.73
2023-04-27 16:36:20,0.0,0.0,20,0,586.9,1.6,939.04
2023-04-27 16:36:22,0.0,0.0,20,0,586.9,1.1,645.59
2023-04-27 16:36:24,0.0,0.0,20,0,586.9,1.1,645.59
2023-04-27 16:36:26,0.0,0.0,20,0,586.9,1.1,645.59
2023-04-27 16:36:28,0.0,0.0,20,0,586.9,1.1,645.59
2023-04-27 16:36:30,0.0,0.0,20,0,586.9,1.1,645.59
2023-04-27 16:36:32,0.0,0.0,20,0,586.9,1.1,645.59
2023-04-27 16:36:34,0.0,0.0,20,0,586.9,1.1,645.59
2023-04-27 16:36:36,0.0,0.0,20,0,586.9,1.1,645.59
2023-04-27 16:36:38,0.0,0.0,20,0,586.9,1.0,586.9
2023-04-27 16:36:40,0.0,0.0,20,0,586.9,1.2,704.28
2023-04-27 16:36:42,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:36:44,0.0,0.0,20,0,586.9,1.3,762.97
2023-04-27 16:36:46,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:36:48,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:36:50,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:36:52,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:36:54,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:36:56,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:36:58,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:37:00,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:37:02,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:37:04,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:37:06,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:37:08,0.0,0.0,20,0,586.9,1.4,821.66
2023-04-27 16:37:10,0.0,0.0,20,0,586.9,1.3,762.97
