time,speed,acceleration,ext_temp,chrg_cable_conn,pack_volt,pack_current,Power_data
2023-02-08 18:57:09,0.0,0.0,8,0,757.9,0.5,378.95
2023-02-08 18:57:11,0.0,0.0,8,0,757.8,0.7,530.4599999999999
2023-02-08 18:57:13,0.0,0.0,8,0,757.8,1.0,757.8
2023-02-08 18:57:15,0.8333400000000001,0.41667,8,0,757.7,2.0,1515.4
2023-02-08 18:57:17,0.55556,-0.13889,8,0,757.7,1.4,1060.78
2023-02-08 18:57:19,0.0,-0.27778,8,0,757.5,3.3,2499.75
2023-02-08 18:57:21,1.11112,0.55556,8,0,757.4,3.0,2272.2
2023-02-08 18:57:23,0.8333400000000001,-0.13889,8,0,757.1,5.9,4466.89
2023-02-08 18:57:25,1.3889,0.2777799999999999,8,0,756.5,10.5,7943.25
2023-02-08 18:57:27,0.55556,-0.41667,8,0,757.3,3.2,2423.36
2023-02-08 18:57:29,0.0,-0.27778,8,0,757.4,2.8,2120.72
2023-02-08 18:57:31,1.6666800000000002,0.8333400000000001,8,0,756.7,9.3,7037.310000000001
2023-02-08 18:57:33,1.9444600000000003,0.13889,8,0,756.3,12.0,9075.6
2023-02-08 18:57:35,3.3333600000000003,0.69445,8,0,755.6,17.0,12845.2
2023-02-08 18:57:37,5.00004,0.83334,8,0,754.7,24.4,18414.68
2023-02-08 18:57:39,5.27782,0.1388899999999999,8,0,755.0,19.4,14646.999999999998
2023-02-08 18:57:41,5.5556,0.1388899999999999,7,0,756.5,4.5,3404.25
2023-02-08 18:57:43,5.27782,-0.1388899999999999,7,0,756.2,7.8,5898.360000000001
2023-02-08 18:57:45,4.1667000000000005,-0.5555599999999998,7,0,757.4,-0.2,-151.48
2023-02-08 18:57:47,3.8889200000000006,-0.1388899999999999,7,0,757.3,0.5,378.65
2023-02-08 18:57:49,3.8889200000000006,0.0,7,0,756.7,5.5,4161.85
2023-02-08 18:57:51,3.3333600000000003,-0.2777800000000001,7,0,757.2,1.3,984.36
2023-02-08 18:57:53,3.61114,0.1388899999999999,7,0,757.5,-1.9,-1439.25
2023-02-08 18:57:55,3.3333600000000003,-0.1388899999999999,7,0,757.2,-2.8,-2120.16
2023-02-08 18:57:57,2.7778,-0.2777800000000001,7,0,757.6,-1.3,-984.88
2023-02-08 18:57:59,0.0,-1.3889,7,0,757.2,2.3,1741.56
2023-02-08 18:58:01,2.22224,1.11112,7,0,757.0,4.6,3482.2
2023-02-08 18:58:03,3.8889200000000006,0.8333400000000002,7,0,756.6,8.3,6279.780000000001
