time,speed,acceleration,ext_temp,chrg_cable_conn,pack_volt,pack_current,Power_data
2023-08-14 10:52:24,0.0,0.0,30,0,755.4,0.7,528.78
2023-08-14 10:52:26,0.0,0.0,30,0,755.4,0.6,453.24
2023-08-14 10:52:28,0.0,0.0,30,0,755.4,0.7,528.78
2023-08-14 10:52:30,0.0,0.0,30,0,755.4,0.8,604.32
2023-08-14 10:52:32,0.0,0.0,30,0,755.4,0.9,679.86
2023-08-14 10:52:34,0.0,0.0,30,0,755.4,0.8,604.32
2023-08-14 10:52:36,0.0,0.0,30,0,755.4,0.8,604.32
2023-08-14 10:52:38,0.0,0.0,30,0,755.4,0.8,604.32
2023-08-14 10:52:40,0.0,0.0,30,0,755.4,0.8,604.32
2023-08-14 10:52:42,0.0,0.0,30,0,755.4,0.7,528.78
2023-08-14 10:52:44,0.0,0.0,30,0,755.4,0.7,528.78
2023-08-14 10:52:46,0.0,0.0,30,0,755.4,0.7,528.78
2023-08-14 10:52:48,0.0,0.0,30,0,755.4,0.7,528.78
2023-08-14 10:52:50,0.0,0.0,30,0,755.4,0.7,528.78
2023-08-14 10:52:52,0.0,0.0,30,0,755.4,0.8,604.32
2023-08-14 10:52:54,0.0,0.0,30,0,755.4,1.0,755.4
2023-08-14 10:52:56,0.0,0.0,30,0,755.3,1.6,1208.48
2023-08-14 10:52:58,0.0,0.0,30,0,755.2,2.8,2114.56
2023-08-14 10:53:00,1.3889,0.69445,30,0,755.3,2.09,1578.5769999999998
2023-08-14 10:53:02,2.22224,0.4166700000000001,30,0,755.2,2.4,1812.48
2023-08-14 10:53:04,1.9444600000000003,-0.1388899999999999,30,0,755.3,1.9,1435.07
2023-08-14 10:53:06,0.0,-0.97223,30,0,755.3,1.8,1359.54
2023-08-14 10:53:08,0.55556,0.27778,30,0,755.2,2.8,2114.56
2023-08-14 10:53:10,0.0,-0.27778,30,0,755.2,2.0,1510.4
2023-08-14 10:53:12,0.0,0.0,30,0,755.2,1.9,1434.88
2023-08-14 10:53:14,0.0,0.0,30,0,755.2,1.9,1434.88
2023-08-14 10:53:16,0.0,0.0,30,0,755.2,1.7,1283.84
2023-08-14 10:53:18,0.0,0.0,30,0,755.2,1.7,1283.84
2023-08-14 10:53:20,1.9444600000000003,0.97223,30,0,755.0,3.9,2944.5
